TransactionID,item1,item2,item3,item4,item5,item6,item7
909,tuna,prosciutto,olives,ham,turkey,chicken,peppers
910,risotto,soda,tuna,crackers,peroni,avocado,steak
911,pretzels,peroni,chicken,coke,gelato,steak,ham
912,tuna,prosciutto,apples,olives,steak,coke,peroni
913,tuna,prosciutto,apples,olives,steak,peppers,gelato
914,tuna,prosciutto,apples,olives,steak,ham,peroni
915,soda,olives,sarsaparilla,crackers,peroni,risotto,hummus
916,tuna,prosciutto,apples,olives,steak,turkey,risotto
917,avocado,crackers,hummus,peroni,ham,steak,steak
918,risotto,tuna,avocado,hummus,peroni,moscato,coke
919,risotto,soda,tuna,crackers,peroni,apples,hummus
920,risotto,tuna,avocado,hummus,peroni,olives,crackers
921,pretzels,peroni,chicken,coke,gelato,steak,crackers
922,avocado,crackers,hummus,peroni,ham,gelato,apples
923,pretzels,peroni,chicken,coke,gelato,sarsaparilla,turkey
924,soda,olives,sarsaparilla,crackers,peroni,pretzels,avocado
925,risotto,pretzels,apples,peppers,avocado,sarsaparilla,coke
926,soda,olives,sarsaparilla,crackers,peroni,tuna,tuna
927,risotto,pretzels,apples,peppers,avocado,chicken,tuna
928,olives,sarsaparilla,coke,turkey,gelato,crackers,risotto
929,risotto,pretzels,apples,peppers,avocado,sarsaparilla,olives
930,pretzels,peroni,chicken,coke,gelato,hummus,turkey
931,tuna,prosciutto,olives,ham,turkey,soda,soda
932,pretzels,peroni,chicken,coke,gelato,moscato,olives
933,prosciutto,peppers,sarsaparilla,crackers,chicken,tuna,steak
934,pretzels,peroni,chicken,coke,gelato,prosciutto,steak
935,tuna,prosciutto,olives,ham,turkey,chicken,sarsaparilla
936,tuna,prosciutto,apples,olives,steak,turkey,gelato
937,risotto,tuna,avocado,hummus,peroni,turkey,turkey
938,risotto,pretzels,apples,peppers,avocado,gelato,olives
939,soda,olives,sarsaparilla,crackers,peroni,risotto,peppers
940,risotto,tuna,avocado,hummus,peroni,sarsaparilla,steak
941,risotto,pretzels,apples,peppers,avocado,sarsaparilla,sarsaparilla
942,risotto,soda,tuna,crackers,peroni,steak,prosciutto
943,avocado,crackers,hummus,peroni,ham,turkey,chicken
944,risotto,pretzels,apples,peppers,avocado,sarsaparilla,chicken
945,pretzels,peroni,chicken,coke,gelato,avocado,crackers
946,risotto,pretzels,apples,peppers,avocado,coke,crackers
947,soda,olives,sarsaparilla,crackers,peroni,turkey,hummus
948,risotto,soda,tuna,crackers,peroni,steak,olives
949,pretzels,peroni,chicken,coke,gelato,moscato,crackers
950,olives,sarsaparilla,coke,turkey,gelato,ham,hummus
951,risotto,soda,tuna,crackers,peroni,coke,avocado
952,risotto,soda,tuna,crackers,peroni,steak,pretzels
953,risotto,soda,tuna,crackers,peroni,chicken,prosciutto
954,risotto,soda,tuna,crackers,peroni,pretzels,hummus
955,tuna,prosciutto,olives,ham,turkey,sarsaparilla,soda
956,soda,olives,sarsaparilla,crackers,peroni,prosciutto,tuna
957,prosciutto,peppers,sarsaparilla,crackers,chicken,soda,olives
958,pretzels,peroni,chicken,coke,gelato,olives,crackers
959,prosciutto,peppers,sarsaparilla,crackers,chicken,peroni,apples
960,tuna,prosciutto,olives,ham,turkey,soda,sarsaparilla
961,soda,olives,sarsaparilla,crackers,peroni,coke,gelato
962,soda,olives,sarsaparilla,crackers,peroni,pretzels,peppers
963,risotto,pretzels,apples,peppers,avocado,gelato,coke
964,prosciutto,peppers,sarsaparilla,crackers,chicken,hummus,hummus
965,tuna,prosciutto,olives,ham,turkey,peroni,hummus
966,prosciutto,peppers,sarsaparilla,crackers,chicken,peroni,turkey
967,risotto,soda,tuna,crackers,peroni,turkey,sarsaparilla
968,risotto,tuna,avocado,hummus,peroni,apples,prosciutto
969,tuna,prosciutto,olives,ham,turkey,peppers,pretzels
970,pretzels,peroni,chicken,coke,gelato,ham,risotto
971,tuna,prosciutto,olives,ham,turkey,hummus,risotto
972,prosciutto,peppers,sarsaparilla,crackers,chicken,coke,apples
973,risotto,soda,tuna,crackers,peroni,gelato,coke
974,risotto,pretzels,apples,peppers,avocado,sarsaparilla,gelato
975,risotto,soda,tuna,crackers,peroni,ham,sarsaparilla
976,avocado,crackers,hummus,peroni,ham,steak,tuna
977,olives,sarsaparilla,coke,turkey,gelato,prosciutto,crackers
978,avocado,crackers,hummus,peroni,ham,apples,tuna
979,tuna,prosciutto,apples,olives,steak,chicken,avocado
980,risotto,tuna,avocado,hummus,peroni,sarsaparilla,sarsaparilla
981,risotto,soda,tuna,crackers,peroni,steak,hummus
982,olives,sarsaparilla,coke,turkey,gelato,hummus,ham
983,risotto,soda,tuna,crackers,peroni,sarsaparilla,peppers
984,pretzels,peroni,chicken,coke,gelato,ham,soda
985,olives,sarsaparilla,coke,turkey,gelato,apples,pretzels
986,soda,olives,sarsaparilla,crackers,peroni,coke,ham
987,soda,olives,sarsaparilla,crackers,peroni,coke,risotto
988,risotto,soda,tuna,crackers,peroni,chicken,peppers
989,soda,olives,sarsaparilla,crackers,peroni,prosciutto,chicken
990,tuna,prosciutto,apples,olives,steak,turkey,gelato
991,pretzels,peroni,chicken,coke,gelato,tuna,olives
992,olives,sarsaparilla,coke,turkey,gelato,apples,soda
993,avocado,crackers,hummus,peroni,ham,chicken,chicken
994,tuna,prosciutto,apples,olives,steak,crackers,hummus
995,risotto,tuna,avocado,hummus,peroni,chicken,apples
996,risotto,soda,tuna,crackers,peroni,gelato,steak
997,avocado,crackers,hummus,peroni,ham,chicken,sarsaparilla
998,tuna,prosciutto,olives,ham,turkey,risotto,apples
999,risotto,soda,tuna,crackers,peroni,pretzels,pretzels
1000,pretzels,peroni,chicken,coke,gelato,prosciutto,peppers
